,comment,link,date,language,toxicity
314,"Τι θυμάσαι πάλι και δάκρυσες, πες μου να μάθω κι εγώ, να μ'αγκαλιάζεις γιατί σταμάτησες μόνο εγώ σ'αγαπώ.. 09.08.2020... J.A.",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,greek,1.0
315,Εξαιρετικό για μια ακόμη φορά ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα,greek,3.0
316,Υπέροχο!!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
317,Τί θυμάσαι πάλι και δάκρυσες..πες μου να μάθω και εγώ.. ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,greek,2.0
318,Τελειοοοοοο!!!!!!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 9 μήνες,english,1.0
319,Υπέροχο!!!!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 9 μήνες,english,1.0
320,Σιγά τον αργυρό ο οικονομοπουλος  είναι τοπ ουαν αξεπέραστος και στα παλιά και τα καινούργια  καμμια σύγκριση  αστέρι ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα,greek,3.0
321,Αυτό το τραγούδι όσος καίρος & να περάσει θα το ακούω..,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 2 μήνες,greek,2.0
322,"Τι θυμάσαι πάλι και δάκρυσες... 
Δες τι κατάφερες...",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 10 μήνες,greek,1.0
323,Πόσο υπέροχο κ βαθύ ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
324,Trully only a magical song  oikonomopoulos forever ️    ️,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 5 μήνες,english,1.0
325,"Νικόλα μας, αν δακρύσεις να ξέρεις έχεις όλους εμάς που σε αγαπάμε! ️",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα (τροποποιήθηκε),greek,3.0
326,Τραγουδαρα από τα λίγα... Νίκο φωνάρα!!!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,greek,1.0
327,"να αγαπάς χωρίς να υπάρχει αύριο.
να αγκαλιάζεις σαν να είναι η τελευταία φορά.",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 9 μήνες,greek,2.0
328,"Κομματαρα είναι αυτή, τέλειο  τραγούδι.️️️",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα,english,2.0
329,.. τι ωραίοι στίχοι.. το ερμηνεύεις.. και εσυ ...!!αστα να πανε....!!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα,greek,1.0
330,Υπέροχος ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 6 μήνες,english,1.0
331,Εμένα με είχε χωρίσει αλλά τα ξανά βρήκαμε δεν μπορούσα να ζήσω χωρίς αυτην,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 4 εβδομάδες,greek,1.0
332,Χρονικά του Νίκου είναι πιο παλιό οπότε μάλλον του αργύρου είναι κόπια....παρολα αυτά και τα δύο είναι υπεροχα,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 5 μήνες,greek,2.0
333,"Τί θυμάμαι;;;;;
Πληγές που πονάνε..!!!",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα,english,2.0
334,"Δεν ξέρω τι συμβαίνει
Μα ξέρω πωσ πεθαίνει
Σιγά σιγά η αγάπη
Και πάω να τρελαθώ πάω να τρελαθώ
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 2 εβδομάδες,greek,1.0
335,ΥΠΕΡΟΧΟ....,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
336,"Να μ' αγκαλιάζεις γιατί σταμάτησες;
Μόνο εγώ σ αγαπώ....",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 7 μήνες,english,1.0
337,Wonderful.....,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 4 έτη,english,1.0
338,Να μ αγκαλιάζεις πια τι σταμάτησες; Μόνο εγώ σ αγαπώ!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 4 έτη,english,1.0
339,Από την Ελπίδα ηρθα Καλυτερο τραγουδι το ελπίδα καλύτερη φωνη ο οικονομοπουλος,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 7 μήνες,greek,1.0
340,Κομματαρα!!!!!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
341,Όλα θυμάμαι  που ήταν  ένα ψέμα. ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 6 μήνες,english,2.0
342,Υπέροχο τραγούδι φοβερή φωνή,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 6 μήνες,english,1.0
343,Τελειο ρε γαμωτο τεελειιοοο!!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,3.0
344,Po re file tragoudi ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 εβδομάδες,english,1.0
345,μόνο εγώ σ αγαπώ ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 8 μήνες,english,3.0
346,,https://www.youtube.com/watch?v=niVBSgERjbs,πριν από 2 έτη,english,1.0
347,Μονο  εγω Σαγαπω ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 4 έτη (τροποποιήθηκε),english,1.0
348,Afto pou thimame !!!! Ah ! Poso teleios eisai  .korifeos kalitexnis ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 4 μήνες,english,1.0
349,️️️,https://www.youtube.com/watch?v=yDKuujXkYxU,πριν από 3 έτη,english,1.0
350,️,https://www.youtube.com/watch?v=niVBSgERjbs,πριν από 4 έτη,english,1.0
351,Κομματάρα δώσεεεε,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
352,️️,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
353, ️️,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
354,Να μ'αγκαλιαζεις...σταμάτησες...,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 4 έτη,english,2.0
355,Απ' μένα,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα,english,2.0
356,Κομματάρα Νικόλα,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
357,Τι να Θυμάμαι ...Μακούλης...31/12/2019...the end ..,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα,english,1.0
358,Monw egw sagapw!!!!!♡♡♡♡♡♡♡♡♡♡♡♡♡,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 5 μήνες,english,1.0
359,ΧΡΥΣΟΥΛΑ ΓΥΡΝΑ ΠΙΣΩ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 9 μήνες,english,1.0
360,Δεν ξέρω τι συμβαίνει .. απλά όλα από αυτό αρχίζουν και τελειώνουν,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 7 μήνες,greek,1.0
361,S agapo ,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 4 έτη,english,1.0
362,Φωφαρα μου σαγαπωωωωώω,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 10 μήνες,english,2.0
363,μόνο εγώ!,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 4 έτη,english,1.0
364,A re Niko...,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
365,Πόσοι ήρθαν εδώ μετα την Ελπίδα του Κωνσταντίνου Αργύρου?,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 8 μήνες,greek,2.0
366,Palias teknologias qe to stamatise  to idha poli komsos palto kapele siggaro,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 10 μήνες,english,1.0
367,Lambsi qe goitia afti i stigmi tha marese na imun ja panda esi,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 10 μήνες,english,1.0
368,Έλα ντεε,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 7 μήνες,english,1.0
369,"Apo gjero t
To thelo afo na eko duo organa pu gustRo na rrufo qe na mi filtrRoro",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 10 μήνες,greeklish,1.0
370,"Na m agaliaseis gt stamathses
Xerw gt
SeRI Fiera 20 05 ",https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 1 μήνα,english,1.0
371,2023;,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 10 μήνες,english,2.0
372,Qe os zo se afto,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,other,1.0
373,Χρήστο;,https://www.youtube.com/watch?v=BL74eKGkGXw,πριν από 3 έτη,english,1.0
374,"2:13 - Ό,τι Και Να Είμαι
5:44 - Άλλαξε Τα Όλα
9:01 - Πριν Πεις Σ' Αγαπώ
12:02 - Λόγια Που Καίνε
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,3.0
375,Δεν έχω λόγια .. σε ευχαριστούμε γι αυτό που μας προσφέρεις μέσα απ την υπέροχη φωνή και τα τραγούδια σου ️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,1.0
376,Ανατριχιαστική η ερμηνεία στο Θεός αν είναι. Μπράβο ρε Γιώργο,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
377,Μιλάς πάντα στη ψυχουλα μου ρε Σαμπάνη με τα τραγούδια σου… ️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,1.0
378,"Μπράβο σου, παλίκαρε! Να είσαι γερός να μας δίνεις όσο γουστάρεις τα δυνατά σου τραγούδια! Μου έχεις κάνει παρέα σε πολύ δύσκολες ώρες, όταν η ψυχή λύγιζε, όταν η μοναξιά έπιανε κόκκαλο, όταν νόμιζα ότι η καρδιά δεν θα αντέξει και ότι η λογική αρχίζει να κάνει νερά... Τελικά ο άνθρωπος μπορεί και αντέχει πολύ πιο δύσκολες καταστάσεις από ό,τι νομίζουμε και έχει την ικανότητα να σηκωθεί, να σταθεί και να συνεχίσει ακόμη πιο δυνατά, αρκεί να το επιλέξει!!! Σ' ευχαριστώ για τα ωραία ακούσματα με τον αξιόλογο στίχο, βγαλμένο από τα δικά μας καθημερινά βιώματα! Να είσαι καλά!!!!
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
379,The best performance for me of Sabanis! Μπράβο φίλε!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος (τροποποιήθηκε),english,3.0
380,"Όταν σ'  "" ακούω "" πεθαίνω!! Αυτό τον θάνατο θέλει η ψυχή!!!! ️",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,2.0
381,"Αυτός είσαι..τραγούδι,σύνθεση ,παράδειγμα για όλους!!",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,3.0
382,"Λατρεύουμε να ακούμε τα τραγούδια σου αλλά ακόμη περισσότερο να σε βλέπουμε live!  
Εξαιρετικός κάθε φορά, με την καταλληλότερη επικοινωνία με το κοινό σου ώστε να περνάνε όλοι όμορφα!
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,1.0
383,Εξαιρετικές επιλογές τραγουδιών απο έναν ξεχωριστό υπερτάλαντο άνθρωπο Ήταν σα να ήμουν εκεί <3,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,3.0
384,Όλα τα τραγούδια του απλά υπέροχα ️️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,3.0
385,"Γιώργο Τι να πούμε για εσένα.
Ένας εξαιρετικός καλλιτέχνης που έχει να δώσει πρώτα από όλα για τον εαυτό του και σε όλη την μουσική σκηνή. Ταλαντούχος μουσικός . Άνθρωπος που δημιουργεί την μουσική του και την ερμηνεύει ο ίδιος και πολλοί άλλοι καλλιτέχνες. Χαιρετισμούς από Θεσσαλονίκη",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
386,"Μακράν το καλύτερο live του! Άψογος, απολαυστικός!!",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
387,Ανατριχιαζει την ψυχή μου  ️️️️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
388,Ετσι οπως αφηνεις την ψυχή σου πάνω στην πίστα κάθε φορά . Υπέροχος! ️️️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,1.0
389,Έχει πανσέληνο ξανά... Θεέ μου πως αργούν τα ξημερώματα... Οι αναμνήσεις γιναν στα χαλάσματα φαντάσματα... Χάνομαι κ εσύ απλά κοιτάς... Δεν υπάρχεις ΤΕΡΑΣΤΙΕ  ΣΑΜΠΑΝΗ!!!!!! ️️️️️️️️️️️️️️️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 10 μήνες (τροποποιήθηκε),english,2.0
390,"ΕΞΑΙΡΕΤΙΚΟΣ, τον εχω δει απο κοντα, και σκεψου δε ψηνομουν οταν μου ειπαν να παμε Σαμπανη, απο τοτε εχω παει αλλες 2 φορες και θα ξαναπαω 
Ο ορισμος του καλλιτεχνη!!!!",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,3.0
391,Κατάθεση ψυχής!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
392,Υπέροχος καλλιτέχνης !!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 8 μήνες,english,2.0
393,"Σαμπάνης!
Ο ορισμός του καλλιτέχνη..",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,2.0
394,"Αυτές τις περίεργες ώρες μονο σαμπανη έχω ανάγκη να ακούσω, εισαι ο γιατρός της ψυχής μου με την μουσική που προσφέρεις 
Αντε να ανοίξει το έναστρον να σε δω κι απο κοντα ",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,1.0
395,Το καλύτερο Χριστουγεννιάτικο δώρο ήταν αυτή η συναυλία!!Ένα κακό είχε..τελείωσε,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,2.0
396,"Η καλύτερη βραδιά του χειμώνα μου..!!!! Άξιζε και με το παραπάνω,  είσαι μοναδικός..!!!! Ανυπομονώ να σε δω live φέτος...!!!!! Καλή επιτυχία σε ότι και εάν κανείς..!!!!",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,2.0
397,"Εσύ..που γράφεις για κάθε τι που περνάει ο καθένας μας..εσύ που κάθε στίχος κάθε λέξει μας εκφράζει ,λέει αυτό που δεν τόλμησε ποτέ το στόμα να πει.. ΕΣΥ ",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 11 ημέρες,greek,2.0
398,Υπέροχος και μοναδικος!!! Όπως πάντα!!! ️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,1.0
399,Υπέροχος όπως πάντα!!!! ,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 10 μήνες,english,1.0
400,Εκπληκτικές μουσικές. Πόσο μεγαλείο έχει η ψυχή σου παλικάρι μου?,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 10 μήνες,english,2.0
401,"Αυτό που δίνεις είναι ότι καλύτερο, ανεβάζεις τον μουσικό πολιτισμό μας. Η φωνή σου δίνει ουσία στον κάθε στίχο. Respect.",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 10 μήνες (τροποποιήθηκε),greek,1.0
402,Ότι τραγουδάς το απογειώνεις. Σε αγαπάμε ατελείωτα.,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
403,ΠΟΣΟ ΦΑΝΤΑΣΤΙΚΟΣ ΚΑΙ ΥΠΕΡΟΧΟΣ ΕΙΝΑΙ Ο ΓΙΩΡΓΟΣ,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,3.0
404,Θέλω πάρα πολύ να τον δω από κοντά ️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
405,Καλλιτεχνάρα ! Κορυφαίος Σαμπάνης ! Να σε έχει ο Θεός καλά είσαι ευλογημένος!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
406,Πολλά Μπράβο για την πρωτοβουλία! Εξαιρετικό!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,1.0
407,Ομορφιές!!!! Τραγουδάμε μαζί σου!!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
408,Ήμουν κ εγώ εκεί..όχι όπως θα ήθελα βέβαια αλλά ακόμα κ έτσι το ευχαριστήθηκα!!!υπέροχος όπως πάντα και ανυπομονούμε να σε απολαύσουμε και από κοντά!!!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,2.0
409,... κακά τα ψέματα....το δικό σου ακούραστο στυλ σε κατατάσσει μοναδικό.... για άλλη μια φορά μπράβο σου ,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,3.0
410,"Love Your Music Maestro :)
Greetings from Warsaw from Your big fan :)",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,1.0
411, Αστέρι μπράβο!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 3 μήνες,english,2.0
412,Πολύ δυνατός!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 7 μήνες,english,2.0
413,"Τα λόγια είναι περιττά......
Η φύση δεν έκανε καμία έκπτωση μαζί σου. Σου τα χάρισε όλα, και απλωχερα ️️️️️
Όσο για τους στίχους...
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος (τροποποιήθηκε),greek,1.0
414,"Հրաշալի ձայն, բարձրաճաշակ կատարումներ, բրավո։",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 6 μήνες,english,1.0
415,Αυτό είναι το αγαπημένο μου βίντεο στο Youtube. Σας ευχαριστώ που το φέρατε πίσω! Eisai theos!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
416,ΥΠΈΡΟΧΟΣ απλά...,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,2.0
417,Θεός 🇬🇷 από άλλο κόσμο ,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,2.0
418,Αγαπημένος....!!!!Όλοι είναι Καλλιτέχνες!!!!!! Μπράβο!!!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,1.0
419,Βαθιές ψυχής άνθρωπος!!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,2.0
420,Σε περιμένουμε live στο Έναστροοοοοον!!!!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,1.0
421,Μοναδικός!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
422,Με τι κομματάρες κάνεις εισαγωγή ρε Σαμπάνη...Εισαι μοναδικός...,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 3 μήνες,english,1.0
423,Το ένα τραγούδι καλυτερο απο το αλλο  και το προηγουμενο καλυτερο απο το επομενο και το αντιθετο...Συγχαρητήρια  Σαμπανη ..δεν υπάρχουν λογια !!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 6 μήνες (τροποποιήθηκε),greek,3.0
424,Είναι... κάτι σαν αστέρι... ,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,2.0
425,Επιτελους ανεβηκε !!Η καλυτερη live streaming βραδια ,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,1.0
426,Μπράβο Γιώργο τέλειος !!! περιμένω πως και πως να ανοίξει το εναστρον,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,1.0
427,Ο καλυτερος συγχρονος τραγουδιστης... Μαγευτικος απλα,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,3.0
428,Ως εδώ....  ΥΠΈΡΟΧΟΣ,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος (τροποποιήθηκε),english,2.0
429,"Καλλιτεχνάρα Γιώργαρε .
Ευχαριστούμε !",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,1.0
430,Απλά Υπέροχος️ Αστέρι μας ️ με την Αγγελική φωνή. Την αγάπη μου καλή δύναμη...,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
431,"Ο Καλύτερος της γενιάς μας.μεγαλο ταλέντο,με υπέροχη φωνή.Συνεχισε και εμείς σε στηρίζουμε.εχεις ακομη πολλά να μας δώσεις.ο Θεός να σε έχει καλά",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,2.0
432,Είσαι υπέροχος!!! <3,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,3.0
433,"Καθε του τραγούδι κστι σημαίνει, κατι λέει..
Σε ολα μαζι..
Σε αγαπάω ρε αρκούδε μου..
Κι εσυ με αγαπας το ξερω..
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 5 μήνες,greek,2.0
434,α ρε μεγαλε γιωργη ποσο θελω να σε ακουσω απο κοντα,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,1.0
435,Μπράβο Λεβέντη!! ,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 7 μήνες (τροποποιήθηκε),english,3.0
436,"Ψυχή μ,λιώνωω πάλι!!!  ",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,2.0
437,"Υπέροχος!!!
Πότε θα σε απολαύσουμε στην Αμερική???",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,1.0
438,Πως και τι το περίμενα. ¨Ερωτας.... Περιμένουμε και τις συναυλίες του καλοκαιριού...,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,1.0
439,Λατρεία !!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
440,"Άρχοντας, Σαμπάναρος! ",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,2.0
441,️️️ πάμε ρε Σαμπανη είσαι ότι καλητερο τώρα που έχω ερωτευτεί με βοειθας να την ξεπεράσω κάτι που δεν θέλω αλα πρέπει αφού δεν μας θέλει πια μας έχει γραμμένους,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,2.0
442,το πιο σπουδαιο σε ολα τα τραγουδια του ειναι οι στιχοι!!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,1.0
443,τέτοια φωνάρα δεν υπάρχει.,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 9 μήνες,english,1.0
444,"Ο μόνος που έκανε κάτι τέτοιο!!
Μπράβο σου άγορι μου
Δε σε φτάνει κανένας
Όλοι μόνο για την τσέπη τους",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος (τροποποιήθηκε),greek,1.0
445,Δεντονεχωδη.ζωντανα.δυστγχως.σπογδαιος.καλιτεχνης!!!!!!!!!️️️️️️,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 10 μήνες,english,1.0
446,ΜΠΡΑΒΟ ΦΙΛΕ ΓΙΩΡΓΟ...ΦΩΝΑΡΑ...,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
447,Επιτέλους!!! Ολόκληρο!!! Θα κλάψω!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,3.0
448,Δεν υπάρχει άλλος σαν εσένα,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
449,"Τι να πω υπέροχος...
Χίλια μπράβο....
Απλά ο καλύτερος με διάφορα....",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
450,τέλειος!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,1.0
451,"Αυτός ο καλλιτέχνης έχει μεταδοτικότητα!!!! Σου μεταφέρει πόνο, αγάπη, ανησυχία, χαρά, ελευθερία με την δυνατή φωνή του, το ύφος του και τον ρυθμό του!!!! Έχει αυθεντικότητα και ένα δικό του rock μοναδικό στιλ!!!! Σου αρέσει να τον παρατηρείς όταν τραγουδάει για να τον νοιώσεις!!!! Του εύχομαι υγεία και καλή συνέχεια!!!",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 9 μήνες,greek,2.0
452,Λατρεύω... Απεριοριστα,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,1.0
453,Γειά σου ρε Γιώργαρε Ψυχάρα Έλληνα!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,1.0
454,οτι καλυτερο υπαρχει στο ινερνετ!!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,1.0
455,Έρωτας γιατί μόνο έρωτα βγάζεις σαγαπω για μένα δεν υπάρχει άλλος τραγουδιστής μόνο Σαμπάνη ειληκρινεστατα ακούω σαγαπαω σαγαπαμε,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,greek,1.0
456,Παμε ρε Σαμπανηηη!!!!<3,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,3.0
457,"Ο Καλύτερος ️ΟΛΩΝ️
Ταλέντο τεράστιο
σε συνδυασμό με ήθος κ μετριοφροσύνη  
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,english,2.0
458,Τη θυμάμαι τόσο έντονα αυτή τη μέρα... Μοναχική και αποκομμενη από αγαπημένα προσωπα.. ευτυχώς ήσουν εσύ εκεί για να κάνεις το βράδυ μου μοναδικό. Ήσουν τέλειος για άλλη μια φορά αν και η μελαγχολία δεν μπορούσε να κρυφτεί από τα μάτια σου... Σου έλειπε η επαφή με το κοινό σου αστέρι μου . Σε όλα μαζί !!!,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 2 έτη,greek,2.0
459,Ο ανθρωπος απεχει ετη φωτος απο τους υπολοιπους...Απλα το μεγαλυτερο ταλεντο που υπαρχει σημερα....Υποκλινομαι...,https://www.youtube.com/watch?v=vyxmcQJHHvs,πριν από 1 έτος,english,2.0
